2019,1.0,AC,5057
2019,1.0,AL,16389
2019,1.0,AM,24866
2019,1.0,AP,5872
2019,1.0,BA,66136
2019,1.0,CE,106133
2019,1.0,DF,20319
2019,1.0,ES,24435
2019,1.0,GO,35274
2019,1.0,MA,40138
2019,1.0,MG,104507
2019,1.0,MS,14701
2019,1.0,MT,16686
2019,1.0,PA,44621
2019,1.0,PB,26071
2019,1.0,PE,59300
2019,1.0,PI,23077
2019,1.0,PR,50600
2019,1.0,RJ,71211
2019,1.0,RN,19915
2019,1.0,RO,11491
2019,1.0,RR,2086
2019,1.0,RS,44390
2019,1.0,SC,34070
2019,1.0,SE,13312
2019,1.0,SP,216825
2019,1.0,TO,8364
2019,2.0,AC,375
2019,2.0,AL,738
2019,2.0,AM,997
2019,2.0,AP,392
2019,2.0,BA,3916
2019,2.0,CE,5716
2019,2.0,DF,422
2019,2.0,ES,942
2019,2.0,GO,828
2019,2.0,MA,3449
2019,2.0,MG,3107
2019,2.0,MS,805
2019,2.0,MT,1322
2019,2.0,PA,1782
2019,2.0,PB,894
2019,2.0,PE,2720
2019,2.0,PI,937
2019,2.0,PR,1944
2019,2.0,RJ,1972
2019,2.0,RN,710
2019,2.0,RO,508
2019,2.0,RR,122
2019,2.0,RS,1717
2019,2.0,SC,964
2019,2.0,SE,789
2019,2.0,SP,2958
2019,2.0,TO,515
2020,1.0,AC,3403
2020,1.0,AL,13125
2020,1.0,AM,28317
2020,1.0,AP,3479
2020,1.0,BA,44889
2020,1.0,CE,98844
2020,1.0,DF,19272
2020,1.0,ES,17744
2020,1.0,GO,39131
2020,1.0,MA,23838
2020,1.0,MG,69582
2020,1.0,MS,11431
2020,1.0,MT,13778
2020,1.0,PA,31439
2020,1.0,PB,19090
2020,1.0,PE,45820
2020,1.0,PI,14937
2020,1.0,PR,42035
2020,1.0,RJ,61123
2020,1.0,RN,14219
2020,1.0,RO,9426
2020,1.0,RR,2263
2020,1.0,RS,35469
2020,1.0,SC,26920
2020,1.0,SE,10645
2020,1.0,SP,165387
2020,1.0,TO,7742
2020,2.0,AC,231
2020,2.0,AL,604
2020,2.0,AM,1773
2020,2.0,AP,186
2020,2.0,BA,2272
2020,2.0,CE,5767
2020,2.0,DF,404
2020,2.0,ES,622
2020,2.0,GO,801
2020,2.0,MA,2410
2020,2.0,MG,1934
2020,2.0,MS,531
2020,2.0,MT,943
2020,2.0,PA,1443
2020,2.0,PB,550
2020,2.0,PE,2079
2020,2.0,PI,640
2020,2.0,PR,991
2020,2.0,RJ,1298
2020,2.0,RN,450
2020,2.0,RO,457
2020,2.0,RR,187
2020,2.0,RS,1009
2020,2.0,SC,595
2020,2.0,SE,593
2020,2.0,SP,1912
2020,2.0,TO,539
2021,1.0,AC,2918
2021,1.0,AL,10127
2021,1.0,AM,31035
2021,1.0,AP,2798
2021,1.0,BA,45736
2021,1.0,CE,87240
2021,1.0,DF,16717
2021,1.0,ES,16902
2021,1.0,GO,43647
2021,1.0,MA,19568
2021,1.0,MG,62292
2021,1.0,MS,10255
2021,1.0,MT,11875
2021,1.0,PA,25675
2021,1.0,PB,16620
2021,1.0,PE,39039
2021,1.0,PI,13016
2021,1.0,PR,41204
2021,1.0,RJ,53497
2021,1.0,RN,12781
2021,1.0,RO,7260
2021,1.0,RR,1666
2021,1.0,RS,34577
2021,1.0,SC,26058
2021,1.0,SE,8373
2021,1.0,SP,138517
2021,1.0,TO,6038
2021,2.0,AC,179
2021,2.0,AL,346
2021,2.0,AM,2307
2021,2.0,AP,119
2021,2.0,BA,2084
2021,2.0,CE,5359
2021,2.0,DF,376
2021,2.0,ES,662
2021,2.0,GO,961
2021,2.0,MA,1586
2021,2.0,MG,1935
2021,2.0,MS,520
2021,2.0,MT,878
2021,2.0,PA,1090
2021,2.0,PB,576
2021,2.0,PE,1785
2021,2.0,PI,411
2021,2.0,PR,1079
2021,2.0,RJ,1029
2021,2.0,RN,417
2021,2.0,RO,395
2021,2.0,RR,120
2021,2.0,RS,1218
2021,2.0,SC,683
2021,2.0,SE,381
2021,2.0,SP,1485
2021,2.0,TO,394
2022,1.0,AC,4048
2022,1.0,AL,14651
2022,1.0,AM,25956
2022,1.0,AP,3690
2022,1.0,BA,42208
2022,1.0,CE,96852
2022,1.0,DF,18942
2022,1.0,ES,19139
2022,1.0,GO,46657
2022,1.0,MA,25064
2022,1.0,MG,66663
2022,1.0,MS,12463
2022,1.0,MT,15835
2022,1.0,PA,32972
2022,1.0,PB,20446
2022,1.0,PE,42274
2022,1.0,PI,15692
2022,1.0,PR,48632
2022,1.0,RJ,67016
2022,1.0,RN,16600
2022,1.0,RO,9174
2022,1.0,RR,2033
2022,1.0,RS,40501
2022,1.0,SC,30736
2022,1.0,SE,10682
2022,1.0,SP,182421
2022,1.0,TO,7062
2022,2.0,AC,324
2022,2.0,AL,680
2022,2.0,AM,1752
2022,2.0,AP,243
2022,2.0,BA,2188
2022,2.0,CE,5521
2022,2.0,DF,410
2022,2.0,ES,735
2022,2.0,GO,858
2022,2.0,MA,2620
2022,2.0,MG,2006
2022,2.0,MS,702
2022,2.0,MT,1045
2022,2.0,PA,1653
2022,2.0,PB,631
2022,2.0,PE,1897
2022,2.0,PI,614
2022,2.0,PR,1496
2022,2.0,RJ,1461
2022,2.0,RN,504
2022,2.0,RO,504
2022,2.0,RR,188
2022,2.0,RS,1390
2022,2.0,SC,826
2022,2.0,SE,465
2022,2.0,SP,2312
2022,2.0,TO,510
2023,1.0,AC,3727
2023,1.0,AL,19429
2023,1.0,AM,24952
2023,1.0,AP,4077
2023,1.0,BA,41092
2023,1.0,CE,92501
2023,1.0,DF,19644
2023,1.0,ES,19678
2023,1.0,GO,44987
2023,1.0,MA,28604
2023,1.0,MG,64829
2023,1.0,MS,11292
2023,1.0,MT,15650
2023,1.0,PA,33109
2023,1.0,PB,23642
2023,1.0,PE,43542
2023,1.0,PI,17556
2023,1.0,PR,52480
2023,1.0,RJ,62388
2023,1.0,RN,16576
2023,1.0,RO,9765
2023,1.0,RR,2063
2023,1.0,RS,38461
2023,1.0,SC,31002
2023,1.0,SE,10186
2023,1.0,SP,184931
2023,1.0,TO,6693
2023,2.0,AC,470
2023,2.0,AL,1048
2023,2.0,AM,1569
2023,2.0,AP,252
2023,2.0,BA,2331
2023,2.0,CE,5633
2023,2.0,DF,389
2023,2.0,ES,860
2023,2.0,GO,908
2023,2.0,MA,3256
2023,2.0,MG,2043
2023,2.0,MS,632
2023,2.0,MT,1107
2023,2.0,PA,1893
2023,2.0,PB,822
2023,2.0,PE,2019
2023,2.0,PI,810
2023,2.0,PR,1631
2023,2.0,RJ,1425
2023,2.0,RN,525
2023,2.0,RO,427
2023,2.0,RR,220
2023,2.0,RS,1193
2023,2.0,SC,763
2023,2.0,SE,472
2023,2.0,SP,2428
2023,2.0,TO,524
