NU_ANO,Q022,TP_COR_RACA,SG_UF_PROVA,QTD
2019,A,0,AC,41
2019,A,0,AL,64
2019,A,0,AM,102
2019,A,0,AP,26
2019,A,0,BA,307
2019,A,0,CE,730
2019,A,0,DF,59
2019,A,0,ES,26
2019,A,0,GO,108
2019,A,0,MA,223
2019,A,0,MG,171
2019,A,0,MS,37
2019,A,0,MT,50
2019,A,0,PA,172
2019,A,0,PB,78
2019,A,0,PE,237
2019,A,0,PI,54
2019,A,0,PR,80
2019,A,0,RJ,195
2019,A,0,RN,39
2019,A,0,RO,28
2019,A,0,RR,4
2019,A,0,RS,98
2019,A,0,SC,44
2019,A,0,SE,35
2019,A,0,SP,281
2019,A,0,TO,26
2019,A,1,AC,195
2019,A,1,AL,420
2019,A,1,AM,478
2019,A,1,AP,209
2019,A,1,BA,1377
2019,A,1,CE,1545
2019,A,1,DF,495
2019,A,1,ES,483
2019,A,1,GO,859
2019,A,1,MA,1201
2019,A,1,MG,2196
2019,A,1,MS,538
2019,A,1,MT,500
2019,A,1,PA,1105
2019,A,1,PB,652
2019,A,1,PE,1446
2019,A,1,PI,391
2019,A,1,PR,1440
2019,A,1,RJ,2219
2019,A,1,RN,567
2019,A,1,RO,249
2019,A,1,RR,58
2019,A,1,RS,2136
2019,A,1,SC,853
2019,A,1,SE,219
2019,A,1,SP,5310
2019,A,1,TO,201
2019,A,2,AC,173
2019,A,2,AL,286
2019,A,2,AM,216
2019,A,2,AP,259
2019,A,2,BA,2980
2019,A,2,CE,933
2019,A,2,DF,304
2019,A,2,ES,245
2019,A,2,GO,392
2019,A,2,MA,1357
2019,A,2,MG,1123
2019,A,2,MS,116
2019,A,2,MT,254
2019,A,2,PA,1255
2019,A,2,PB,316
2019,A,2,PE,815
2019,A,2,PI,572
2019,A,2,PR,156
2019,A,2,RJ,1262
2019,A,2,RN,252
2019,A,2,RO,150
2019,A,2,RR,26
2019,A,2,RS,308
2019,A,2,SC,93
2019,A,2,SE,255
2019,A,2,SP,1514
2019,A,2,TO,209
2019,A,3,AC,836
2019,A,3,AL,1290
2019,A,3,AM,2859
2019,A,3,AP,980
2019,A,3,BA,4988
2019,A,3,CE,8975
2019,A,3,DF,900
2019,A,3,ES,712
2019,A,3,GO,1425
2019,A,3,MA,5670
2019,A,3,MG,3142
2019,A,3,MS,640
2019,A,3,MT,935
2019,A,3,PA,6602
2019,A,3,PB,1520
2019,A,3,PE,3343
2019,A,3,PI,1984
2019,A,3,PR,723
2019,A,3,RJ,2275
2019,A,3,RN,1017
2019,A,3,RO,754
2019,A,3,RR,231
2019,A,3,RS,489
2019,A,3,SC,306
2019,A,3,SE,834
2019,A,3,SP,3918
2019,A,3,TO,661
2019,A,4,AC,55
2019,A,4,AL,99
2019,A,4,AM,82
2019,A,4,AP,19
2019,A,4,BA,313
2019,A,4,CE,262
2019,A,4,DF,63
2019,A,4,ES,40
2019,A,4,GO,138
2019,A,4,MA,139
2019,A,4,MG,195
2019,A,4,MS,43
2019,A,4,MT,55
2019,A,4,PA,167
2019,A,4,PB,90
2019,A,4,PE,197
2019,A,4,PI,87
2019,A,4,PR,75
2019,A,4,RJ,132
2019,A,4,RN,66
2019,A,4,RO,46
2019,A,4,RR,11
2019,A,4,RS,29
2019,A,4,SC,15
2019,A,4,SE,49
2019,A,4,SP,374
2019,A,4,TO,43
2019,A,5,AC,19
2019,A,5,AL,18
2019,A,5,AM,584
2019,A,5,AP,32
2019,A,5,BA,130
2019,A,5,CE,104
2019,A,5,DF,18
2019,A,5,ES,10
2019,A,5,GO,41
2019,A,5,MA,64
2019,A,5,MG,62
2019,A,5,MS,132
2019,A,5,MT,48
2019,A,5,PA,96
2019,A,5,PB,63
2019,A,5,PE,184
2019,A,5,PI,14
2019,A,5,PR,29
2019,A,5,RJ,31
2019,A,5,RN,12
2019,A,5,RO,76
2019,A,5,RR,31
2019,A,5,RS,19
2019,A,5,SC,6
2019,A,5,SE,13
2019,A,5,SP,88
2019,A,5,TO,44
2019,B,0,AC,200
2019,B,0,AL,557
2019,B,0,AM,685
2019,B,0,AP,188
2019,B,0,BA,2458
2019,B,0,CE,2881
2019,B,0,DF,434
2019,B,0,ES,282
2019,B,0,GO,839
2019,B,0,MA,1178
2019,B,0,MG,1749
2019,B,0,MS,279
2019,B,0,MT,368
2019,B,0,PA,1351
2019,B,0,PB,678
2019,B,0,PE,1490
2019,B,0,PI,603
2019,B,0,PR,620
2019,B,0,RJ,1481
2019,B,0,RN,490
2019,B,0,RO,257
2019,B,0,RR,38
2019,B,0,RS,897
2019,B,0,SC,442
2019,B,0,SE,456
2019,B,0,SP,2020
2019,B,0,TO,194
2019,B,1,AC,1433
2019,B,1,AL,4273
2019,B,1,AM,3439
2019,B,1,AP,1659
2019,B,1,BA,12242
2019,B,1,CE,14009
2019,B,1,DF,3908
2019,B,1,ES,4625
2019,B,1,GO,7334
2019,B,1,MA,10196
2019,B,1,MG,25208
2019,B,1,MS,5148
2019,B,1,MT,4292
2019,B,1,PA,10220
2019,B,1,PB,8997
2019,B,1,PE,15002
2019,B,1,PI,4901
2019,B,1,PR,18279
2019,B,1,RJ,19965
2019,B,1,RN,8047
2019,B,1,RO,2943
2019,B,1,RR,352
2019,B,1,RS,27932
2019,B,1,SC,10933
2019,B,1,SE,2528
2019,B,1,SP,50920
2019,B,1,TO,1589
2019,B,2,AC,1434
2019,B,2,AL,2943
2019,B,2,AM,1740
2019,B,2,AP,1717
2019,B,2,BA,31986
2019,B,2,CE,7550
2019,B,2,DF,2812
2019,B,2,ES,2809
2019,B,2,GO,4087
2019,B,2,MA,10546
2019,B,2,MG,14087
2019,B,2,MS,1383
2019,B,2,MT,2775
2019,B,2,PA,11379
2019,B,2,PB,3909
2019,B,2,PE,7890
2019,B,2,PI,5698
2019,B,2,PR,2051
2019,B,2,RJ,13680
2019,B,2,RN,2855
2019,B,2,RO,1783
2019,B,2,RR,216
2019,B,2,RS,3548
2019,B,2,SC,1221
2019,B,2,SE,3444
2019,B,2,SP,15564
2019,B,2,TO,1887
2019,B,3,AC,8229
2019,B,3,AL,15100
2019,B,3,AM,25090
2019,B,3,AP,8945
2019,B,3,BA,53782
2019,B,3,CE,65109
2019,B,3,DF,8685
2019,B,3,ES,8204
2019,B,3,GO,15413
2019,B,3,MA,45780
2019,B,3,MG,39662
2019,B,3,MS,7100
2019,B,3,MT,9783
2019,B,3,PA,64676
2019,B,3,PB,22424
2019,B,3,PE,34905
2019,B,3,PI,22838
2019,B,3,PR,9645
2019,B,3,RJ,24927
2019,B,3,RN,13841
2019,B,3,RO,9145
2019,B,3,RR,2077
2019,B,3,RS,5640
2019,B,3,SC,3885
2019,B,3,SE,12944
2019,B,3,SP,40504
2019,B,3,TO,6526
2019,B,4,AC,372
2019,B,4,AL,956
2019,B,4,AM,538
2019,B,4,AP,163
2019,B,4,BA,2665
2019,B,4,CE,1753
2019,B,4,DF,511
2019,B,4,ES,325
2019,B,4,GO,1321
2019,B,4,MA,1178
2019,B,4,MG,2189
2019,B,4,MS,297
2019,B,4,MT,472
2019,B,4,PA,1645
2019,B,4,PB,1188
2019,B,4,PE,1786
2019,B,4,PI,1018
2019,B,4,PR,609
2019,B,4,RJ,1197
2019,B,4,RN,693
2019,B,4,RO,431
2019,B,4,RR,31
2019,B,4,RS,251
2019,B,4,SC,264
2019,B,4,SE,608
2019,B,4,SP,2470
2019,B,4,TO,362
2019,B,5,AC,137
2019,B,5,AL,280
2019,B,5,AM,1527
2019,B,5,AP,75
2019,B,5,BA,919
2019,B,5,CE,612
2019,B,5,DF,117
2019,B,5,ES,116
2019,B,5,GO,183
2019,B,5,MA,369
2019,B,5,MG,538
2019,B,5,MS,839
2019,B,5,MT,192
2019,B,5,PA,605
2019,B,5,PB,622
2019,B,5,PE,1301
2019,B,5,PI,178
2019,B,5,PR,133
2019,B,5,RJ,295
2019,B,5,RN,148
2019,B,5,RO,179
2019,B,5,RR,205
2019,B,5,RS,138
2019,B,5,SC,95
2019,B,5,SE,168
2019,B,5,SP,688
2019,B,5,TO,104
2019,C,0,AC,230
2019,C,0,AL,651
2019,C,0,AM,777
2019,C,0,AP,268
2019,C,0,BA,3007
2019,C,0,CE,2338
2019,C,0,DF,698
2019,C,0,ES,477
2019,C,0,GO,1473
2019,C,0,MA,1151
2019,C,0,MG,3143
2019,C,0,MS,403
2019,C,0,MT,532
2019,C,0,PA,1335
2019,C,0,PB,988
2019,C,0,PE,2187
2019,C,0,PI,709
2019,C,0,PR,1059
2019,C,0,RJ,2334
2019,C,0,RN,717
2019,C,0,RO,386
2019,C,0,RR,66
2019,C,0,RS,1394
2019,C,0,SC,646
2019,C,0,SE,544
2019,C,0,SP,3196
2019,C,0,TO,240
2019,C,1,AC,1972
2019,C,1,AL,6229
2019,C,1,AM,5326
2019,C,1,AP,2214
2019,C,1,BA,18192
2019,C,1,CE,18391
2019,C,1,DF,7147
2019,C,1,ES,9686
2019,C,1,GO,14996
2019,C,1,MA,12818
2019,C,1,MG,55477
2019,C,1,MS,8933
2019,C,1,MT,7256
2019,C,1,PA,13330
2019,C,1,PB,13977
2019,C,1,PE,24424
2019,C,1,PI,6730
2019,C,1,PR,37284
2019,C,1,RJ,37938
2019,C,1,RN,14210
2019,C,1,RO,4509
2019,C,1,RR,642
2019,C,1,RS,53771
2019,C,1,SC,21758
2019,C,1,SE,3861
2019,C,1,SP,108348
2019,C,1,TO,2514
2019,C,2,AC,1448
2019,C,2,AL,3710
2019,C,2,AM,2213
2019,C,2,AP,1958
2019,C,2,BA,40127
2019,C,2,CE,8519
2019,C,2,DF,4100
2019,C,2,ES,5057
2019,C,2,GO,6326
2019,C,2,MA,11142
2019,C,2,MG,24717
2019,C,2,MS,1931
2019,C,2,MT,3919
2019,C,2,PA,11773
2019,C,2,PB,5167
2019,C,2,PE,11781
2019,C,2,PI,6562
2019,C,2,PR,3309
2019,C,2,RJ,19616
2019,C,2,RN,4193
2019,C,2,RO,2320
2019,C,2,RR,316
2019,C,2,RS,5444
2019,C,2,SC,1628
2019,C,2,SE,4749
2019,C,2,SP,24185
2019,C,2,TO,2499
2019,C,3,AC,9378
2019,C,3,AL,19398
2019,C,3,AM,30194
2019,C,3,AP,9954
2019,C,3,BA,71033
2019,C,3,CE,64423
2019,C,3,DF,13540
2019,C,3,ES,15609
2019,C,3,GO,26583
2019,C,3,MA,47413
2019,C,3,MG,73493
2019,C,3,MS,10602
2019,C,3,MT,14835
2019,C,3,PA,65240
2019,C,3,PB,30772
2019,C,3,PE,50814
2019,C,3,PI,26310
2019,C,3,PR,17348
2019,C,3,RJ,38822
2019,C,3,RN,21672
2019,C,3,RO,12739
2019,C,3,RR,2874
2019,C,3,RS,9862
2019,C,3,SC,6178
2019,C,3,SE,18070
2019,C,3,SP,70688
2019,C,3,TO,9358
2019,C,4,AC,428
2019,C,4,AL,1295
2019,C,4,AM,732
2019,C,4,AP,212
2019,C,4,BA,3428
2019,C,4,CE,2254
2019,C,4,DF,763
2019,C,4,ES,578
2019,C,4,GO,2264
2019,C,4,MA,1311
2019,C,4,MG,3821
2019,C,4,MS,505
2019,C,4,MT,639
2019,C,4,PA,1943
2019,C,4,PB,1700
2019,C,4,PE,2827
2019,C,4,PI,1200
2019,C,4,PR,1163
2019,C,4,RJ,1741
2019,C,4,RN,960
2019,C,4,RO,582
2019,C,4,RR,41
2019,C,4,RS,351
2019,C,4,SC,378
2019,C,4,SE,838
2019,C,4,SP,4306
2019,C,4,TO,514
2019,C,5,AC,78
2019,C,5,AL,214
2019,C,5,AM,839
2019,C,5,AP,64
2019,C,5,BA,947
2019,C,5,CE,568
2019,C,5,DF,133
2019,C,5,ES,188
2019,C,5,GO,203
2019,C,5,MA,233
2019,C,5,MG,662
2019,C,5,MS,373
2019,C,5,MT,160
2019,C,5,PA,579
2019,C,5,PB,484
2019,C,5,PE,1162
2019,C,5,PI,224
2019,C,5,PR,117
2019,C,5,RJ,355
2019,C,5,RN,177
2019,C,5,RO,155
2019,C,5,RR,160
2019,C,5,RS,108
2019,C,5,SC,105
2019,C,5,SE,197
2019,C,5,SP,878
2019,C,5,TO,74
2019,D,0,AC,165
2019,D,0,AL,490
2019,D,0,AM,519
2019,D,0,AP,162
2019,D,0,BA,2283
2019,D,0,CE,1343
2019,D,0,DF,692
2019,D,0,ES,477
2019,D,0,GO,1578
2019,D,0,MA,683
2019,D,0,MG,3297
2019,D,0,MS,362
2019,D,0,MT,495
2019,D,0,PA,899
2019,D,0,PB,693
2019,D,0,PE,1564
2019,D,0,PI,439
2019,D,0,PR,1109
2019,D,0,RJ,2226
2019,D,0,RN,541
2019,D,0,RO,261
2019,D,0,RR,48
2019,D,0,RS,1359
2019,D,0,SC,765
2019,D,0,SE,419
2019,D,0,SP,3933
2019,D,0,TO,208
2019,D,1,AC,1424
2019,D,1,AL,4940
2019,D,1,AM,4312
2019,D,1,AP,1614
2019,D,1,BA,16432
2019,D,1,CE,14801
2019,D,1,DF,8856
2019,D,1,ES,11484
2019,D,1,GO,17494
2019,D,1,MA,9173
2019,D,1,MG,66720
2019,D,1,MS,8865
2019,D,1,MT,8178
2019,D,1,PA,10174
2019,D,1,PB,10339
2019,D,1,PE,21325
2019,D,1,PI,5225
2019,D,1,PR,45925
2019,D,1,RJ,45957
2019,D,1,RN,11702
2019,D,1,RO,3671
2019,D,1,RR,596
2019,D,1,RS,54466
2019,D,1,SC,29084
2019,D,1,SE,3398
2019,D,1,SP,155984
2019,D,1,TO,2435
2019,D,2,AC,844
2019,D,2,AL,2169
2019,D,2,AM,1364
2019,D,2,AP,1177
2019,D,2,BA,25549
2019,D,2,CE,4836
2019,D,2,DF,3674
2019,D,2,ES,4392
2019,D,2,GO,5351
2019,D,2,MA,6040
2019,D,2,MG,21733
2019,D,2,MS,1352
2019,D,2,MT,3061
2019,D,2,PA,6516
2019,D,2,PB,2988
2019,D,2,PE,7975
2019,D,2,PI,3813
2019,D,2,PR,3086
2019,D,2,RJ,16241
2019,D,2,RN,2901
2019,D,2,RO,1451
2019,D,2,RR,229
2019,D,2,RS,4103
2019,D,2,SC,1319
2019,D,2,SE,2820
2019,D,2,SP,24504
2019,D,2,TO,1704
2019,D,3,AC,5287
2019,D,3,AL,11535
2019,D,3,AM,18300
2019,D,3,AP,5662
2019,D,3,BA,48610
2019,D,3,CE,35674
2019,D,3,DF,12240
2019,D,3,ES,14820
2019,D,3,GO,24310
2019,D,3,MA,26831
2019,D,3,MG,70249
2019,D,3,MS,8010
2019,D,3,MT,12717
2019,D,3,PA,35909
2019,D,3,PB,18142
2019,D,3,PE,36139
2019,D,3,PI,16014
2019,D,3,PR,17094
2019,D,3,RJ,35102
2019,D,3,RN,15065
2019,D,3,RO,8201
2019,D,3,RR,2172
2019,D,3,RS,8260
2019,D,3,SC,5826
2019,D,3,SE,11137
2019,D,3,SP,76549
2019,D,3,TO,6958
2019,D,4,AC,270
2019,D,4,AL,740
2019,D,4,AM,533
2019,D,4,AP,164
2019,D,4,BA,2472
2019,D,4,CE,1472
2019,D,4,DF,696
2019,D,4,ES,526
2019,D,4,GO,2051
2019,D,4,MA,762
2019,D,4,MG,3505
2019,D,4,MS,440
2019,D,4,MT,606
2019,D,4,PA,1194
2019,D,4,PB,1052
2019,D,4,PE,1918
2019,D,4,PI,843
2019,D,4,PR,1420
2019,D,4,RJ,1484
2019,D,4,RN,646
2019,D,4,RO,375
2019,D,4,RR,40
2019,D,4,RS,277
2019,D,4,SC,297
2019,D,4,SE,557
2019,D,4,SP,5640
2019,D,4,TO,436
2019,D,5,AC,51
2019,D,5,AL,119
2019,D,5,AM,396
2019,D,5,AP,38
2019,D,5,BA,563
2019,D,5,CE,326
2019,D,5,DF,111
2019,D,5,ES,170
2019,D,5,GO,176
2019,D,5,MA,141
2019,D,5,MG,554
2019,D,5,MS,185
2019,D,5,MT,124
2019,D,5,PA,277
2019,D,5,PB,222
2019,D,5,PE,729
2019,D,5,PI,114
2019,D,5,PR,105
2019,D,5,RJ,306
2019,D,5,RN,94
2019,D,5,RO,79
2019,D,5,RR,98
2019,D,5,RS,86
2019,D,5,SC,86
2019,D,5,SE,97
2019,D,5,SP,912
2019,D,5,TO,58
2019,E,0,AC,81
2019,E,0,AL,302
2019,E,0,AM,370
2019,E,0,AP,105
2019,E,0,BA,1230
2019,E,0,CE,926
2019,E,0,DF,699
2019,E,0,ES,344
2019,E,0,GO,1140
2019,E,0,MA,337
2019,E,0,MG,2503
2019,E,0,MS,217
2019,E,0,MT,362
2019,E,0,PA,573
2019,E,0,PB,452
2019,E,0,PE,1180
2019,E,0,PI,311
2019,E,0,PR,828
2019,E,0,RJ,1567
2019,E,0,RN,336
2019,E,0,RO,159
2019,E,0,RR,40
2019,E,0,RS,734
2019,E,0,SC,462
2019,E,0,SE,276
2019,E,0,SP,3136
2019,E,0,TO,140
2019,E,1,AC,862
2019,E,1,AL,3923
2019,E,1,AM,3231
2019,E,1,AP,1127
2019,E,1,BA,10810
2019,E,1,CE,11458
2019,E,1,DF,10189
2019,E,1,ES,8502
2019,E,1,GO,14023
2019,E,1,MA,5983
2019,E,1,MG,52626
2019,E,1,MS,6023
2019,E,1,MT,5928
2019,E,1,PA,7439
2019,E,1,PB,7635
2019,E,1,PE,16203
2019,E,1,PI,4009
2019,E,1,PR,34054
2019,E,1,RJ,36135
2019,E,1,RN,8252
2019,E,1,RO,2346
2019,E,1,RR,543
2019,E,1,RS,30417
2019,E,1,SC,19468
2019,E,1,SE,2591
2019,E,1,SP,131809
2019,E,1,TO,1941
2019,E,2,AC,372
2019,E,2,AL,1111
2019,E,2,AM,731
2019,E,2,AP,587
2019,E,2,BA,11573
2019,E,2,CE,2547
2019,E,2,DF,2925
2019,E,2,ES,2634
2019,E,2,GO,3052
2019,E,2,MA,2828
2019,E,2,MG,13488
2019,E,2,MS,763
2019,E,2,MT,1770
2019,E,2,PA,3297
2019,E,2,PB,1521
2019,E,2,PE,4327
2019,E,2,PI,2008
2019,E,2,PR,1783
2019,E,2,RJ,9569
2019,E,2,RN,1421
2019,E,2,RO,753
2019,E,2,RR,161
2019,E,2,RS,2102
2019,E,2,SC,823
2019,E,2,SE,1426
2019,E,2,SP,17111
2019,E,2,TO,899
2019,E,3,AC,2481
2019,E,3,AL,6273
2019,E,3,AM,10439
2019,E,3,AP,2933
2019,E,3,BA,23713
2019,E,3,CE,19640
2019,E,3,DF,10366
2019,E,3,ES,9044
2019,E,3,GO,15469
2019,E,3,MA,12926
2019,E,3,MG,45914
2019,E,3,MS,4458
2019,E,3,MT,7409
2019,E,3,PA,19013
2019,E,3,PB,9821
2019,E,3,PE,20712
2019,E,3,PI,8962
2019,E,3,PR,10399
2019,E,3,RJ,21515
2019,E,3,RN,7992
2019,E,3,RO,4349
2019,E,3,RR,1561
2019,E,3,RS,4045
2019,E,3,SC,3476
2019,E,3,SE,5576
2019,E,3,SP,54489
2019,E,3,TO,4153
2019,E,4,AC,127
2019,E,4,AL,386
2019,E,4,AM,331
2019,E,4,AP,71
2019,E,4,BA,1075
2019,E,4,CE,839
2019,E,4,DF,635
2019,E,4,ES,295
2019,E,4,GO,1258
2019,E,4,MA,349
2019,E,4,MG,2078
2019,E,4,MS,348
2019,E,4,MT,344
2019,E,4,PA,670
2019,E,4,PB,574
2019,E,4,PE,1142
2019,E,4,PI,437
2019,E,4,PR,1322
2019,E,4,RJ,961
2019,E,4,RN,359
2019,E,4,RO,227
2019,E,4,RR,27
2019,E,4,RS,167
2019,E,4,SC,197
2019,E,4,SE,330
2019,E,4,SP,5991
2019,E,4,TO,250
2019,E,5,AC,23
2019,E,5,AL,53
2019,E,5,AM,197
2019,E,5,AP,21
2019,E,5,BA,236
2019,E,5,CE,166
2019,E,5,DF,79
2019,E,5,ES,113
2019,E,5,GO,93
2019,E,5,MA,52
2019,E,5,MG,323
2019,E,5,MS,71
2019,E,5,MT,62
2019,E,5,PA,159
2019,E,5,PB,112
2019,E,5,PE,312
2019,E,5,PI,64
2019,E,5,PR,61
2019,E,5,RJ,188
2019,E,5,RN,54
2019,E,5,RO,35
2019,E,5,RR,62
2019,E,5,RS,38
2019,E,5,SC,46
2019,E,5,SE,49
2019,E,5,SP,680
2019,E,5,TO,22
2020,A,0,AC,23
2020,A,0,AL,60
2020,A,0,AM,223
2020,A,0,AP,32
2020,A,0,BA,358
2020,A,0,CE,411
2020,A,0,DF,49
2020,A,0,ES,39
2020,A,0,GO,166
2020,A,0,MA,153
2020,A,0,MG,179
2020,A,0,MS,45
2020,A,0,MT,51
2020,A,0,PA,157
2020,A,0,PB,67
2020,A,0,PE,339
2020,A,0,PI,61
2020,A,0,PR,52
2020,A,0,RJ,204
2020,A,0,RN,41
2020,A,0,RO,27
2020,A,0,RR,9
2020,A,0,RS,84
2020,A,0,SC,42
2020,A,0,SE,90
2020,A,0,SP,284
2020,A,0,TO,19
2020,A,1,AC,203
2020,A,1,AL,470
2020,A,1,AM,651
2020,A,1,AP,206
2020,A,1,BA,1374
2020,A,1,CE,1295
2020,A,1,DF,509
2020,A,1,ES,398
2020,A,1,GO,980
2020,A,1,MA,1115
2020,A,1,MG,2038
2020,A,1,MS,563
2020,A,1,MT,518
2020,A,1,PA,1176
2020,A,1,PB,665
2020,A,1,PE,1625
2020,A,1,PI,361
2020,A,1,PR,1320
2020,A,1,RJ,2128
2020,A,1,RN,551
2020,A,1,RO,276
2020,A,1,RR,79
2020,A,1,RS,2291
2020,A,1,SC,794
2020,A,1,SE,250
2020,A,1,SP,4886
2020,A,1,TO,187
2020,A,2,AC,185
2020,A,2,AL,330
2020,A,2,AM,328
2020,A,2,AP,221
2020,A,2,BA,3474
2020,A,2,CE,713
2020,A,2,DF,398
2020,A,2,ES,288
2020,A,2,GO,568
2020,A,2,MA,1322
2020,A,2,MG,1142
2020,A,2,MS,172
2020,A,2,MT,320
2020,A,2,PA,1417
2020,A,2,PB,325
2020,A,2,PE,929
2020,A,2,PI,495
2020,A,2,PR,179
2020,A,2,RJ,1547
2020,A,2,RN,227
2020,A,2,RO,140
2020,A,2,RR,42
2020,A,2,RS,422
2020,A,2,SC,124
2020,A,2,SE,308
2020,A,2,SP,1628
2020,A,2,TO,306
2020,A,3,AC,920
2020,A,3,AL,1554
2020,A,3,AM,4511
2020,A,3,AP,928
2020,A,3,BA,5520
2020,A,3,CE,7551
2020,A,3,DF,1048
2020,A,3,ES,694
2020,A,3,GO,2047
2020,A,3,MA,5251
2020,A,3,MG,3073
2020,A,3,MS,826
2020,A,3,MT,1099
2020,A,3,PA,6645
2020,A,3,PB,1562
2020,A,3,PE,3729
2020,A,3,PI,1814
2020,A,3,PR,759
2020,A,3,RJ,2486
2020,A,3,RN,1079
2020,A,3,RO,813
2020,A,3,RR,329
2020,A,3,RS,626
2020,A,3,SC,377
2020,A,3,SE,1028
2020,A,3,SP,4042
2020,A,3,TO,835
2020,A,4,AC,53
2020,A,4,AL,128
2020,A,4,AM,105
2020,A,4,AP,33
2020,A,4,BA,349
2020,A,4,CE,188
2020,A,4,DF,87
2020,A,4,ES,39
2020,A,4,GO,184
2020,A,4,MA,157
2020,A,4,MG,189
2020,A,4,MS,47
2020,A,4,MT,49
2020,A,4,PA,195
2020,A,4,PB,125
2020,A,4,PE,244
2020,A,4,PI,87
2020,A,4,PR,74
2020,A,4,RJ,117
2020,A,4,RN,72
2020,A,4,RO,46
2020,A,4,RR,4
2020,A,4,RS,31
2020,A,4,SC,14
2020,A,4,SE,82
2020,A,4,SP,333
2020,A,4,TO,74
2020,A,5,AC,18
2020,A,5,AL,31
2020,A,5,AM,871
2020,A,5,AP,48
2020,A,5,BA,148
2020,A,5,CE,118
2020,A,5,DF,18
2020,A,5,ES,7
2020,A,5,GO,23
2020,A,5,MA,53
2020,A,5,MG,69
2020,A,5,MS,211
2020,A,5,MT,110
2020,A,5,PA,93
2020,A,5,PB,66
2020,A,5,PE,176
2020,A,5,PI,25
2020,A,5,PR,39
2020,A,5,RJ,41
2020,A,5,RN,12
2020,A,5,RO,73
2020,A,5,RR,58
2020,A,5,RS,15
2020,A,5,SC,18
2020,A,5,SE,16
2020,A,5,SP,97
2020,A,5,TO,118
2020,B,0,AC,215
2020,B,0,AL,721
2020,B,0,AM,937
2020,B,0,AP,253
2020,B,0,BA,3248
2020,B,0,CE,3093
2020,B,0,DF,590
2020,B,0,ES,301
2020,B,0,GO,1446
2020,B,0,MA,1226
2020,B,0,MG,2053
2020,B,0,MS,336
2020,B,0,MT,445
2020,B,0,PA,1629
2020,B,0,PB,812
2020,B,0,PE,2257
2020,B,0,PI,764
2020,B,0,PR,788
2020,B,0,RJ,1838
2020,B,0,RN,576
2020,B,0,RO,344
2020,B,0,RR,65
2020,B,0,RS,1114
2020,B,0,SC,497
2020,B,0,SE,626
2020,B,0,SP,2547
2020,B,0,TO,223
2020,B,1,AC,1556
2020,B,1,AL,5141
2020,B,1,AM,4882
2020,B,1,AP,1916
2020,B,1,BA,14452
2020,B,1,CE,15648
2020,B,1,DF,5087
2020,B,1,ES,5081
2020,B,1,GO,9696
2020,B,1,MA,10755
2020,B,1,MG,28759
2020,B,1,MS,6407
2020,B,1,MT,5185
2020,B,1,PA,12393
