NU_ANO,TP_ESCOLA,Q024,SG_UF_PROVA,QTD
2019,1,A,AC,21146
2019,1,A,AL,38987
2019,1,A,AM,54552
2019,1,A,AP,23354
2019,1,A,BA,161356
2019,1,A,CE,97353
2019,1,A,DF,21961
2019,1,A,ES,25264
2019,1,A,GO,50565
2019,1,A,MA,112266
2019,1,A,MG,128982
2019,1,A,MS,22031
2019,1,A,MT,27435
2019,1,A,PA,149209
2019,1,A,PB,58852
2019,1,A,PE,103584
2019,1,A,PI,57391
2019,1,A,PR,40279
2019,1,A,RJ,79844
2019,1,A,RN,45625
2019,1,A,RO,22016
2019,1,A,RR,5106
2019,1,A,RS,49281
2019,1,A,SC,18492
2019,1,A,SE,35016
2019,1,A,SP,155412
2019,1,A,TO,19014
2019,1,B,AC,9127
2019,1,B,AL,25027
2019,1,B,AM,27927
2019,1,B,AP,9194
2019,1,B,BA,124727
2019,1,B,CE,66586
2019,1,B,DF,33205
2019,1,B,ES,38470
2019,1,B,GO,57604
2019,1,B,MA,45369
2019,1,B,MG,213173
2019,1,B,MS,22563
2019,1,B,MT,30380
2019,1,B,PA,60032
2019,1,B,PB,46467
2019,1,B,PE,82760
2019,1,B,PI,29988
2019,1,B,PR,74786
2019,1,B,RJ,122595
2019,1,B,RN,39715
2019,1,B,RO,19121
2019,1,B,RR,3770
2019,1,B,RS,84122
2019,1,B,SC,35890
2019,1,B,SE,21809
2019,1,B,SP,281724
2019,1,B,TO,12892
2019,1,C,AC,954
2019,1,C,AL,2985
2019,1,C,AM,3560
2019,1,C,AP,1245
2019,1,C,BA,12817
2019,1,C,CE,9571
2019,1,C,DF,8424
2019,1,C,ES,6412
2019,1,C,GO,9102
2019,1,C,MA,4913
2019,1,C,MG,36490
2019,1,C,MS,3728
2019,1,C,MT,4736
2019,1,C,PA,7024
2019,1,C,PB,6403
2019,1,C,PE,11072
2019,1,C,PI,3797
2019,1,C,PR,16782
2019,1,C,RJ,24693
2019,1,C,RN,5882
2019,1,C,RO,2257
2019,1,C,RR,689
2019,1,C,RS,16999
2019,1,C,SC,8598
2019,1,C,SE,2842
2019,1,C,SP,60083
2019,1,C,TO,1736
2019,1,D,AC,243
2019,1,D,AL,827
2019,1,D,AM,904
2019,1,D,AP,342
2019,1,D,BA,3363
2019,1,D,CE,2594
2019,1,D,DF,3284
2019,1,D,ES,1789
2019,1,D,GO,2324
2019,1,D,MA,1172
2019,1,D,MG,10084
2019,1,D,MS,1021
2019,1,D,MT,1217
2019,1,D,PA,1697
2019,1,D,PB,1753
2019,1,D,PE,3327
2019,1,D,PI,1017
2019,1,D,PR,5152
2019,1,D,RJ,7760
2019,1,D,RN,1641
2019,1,D,RO,485
2019,1,D,RR,225
2019,1,D,RS,4637
2019,1,D,SC,2510
2019,1,D,SE,787
2019,1,D,SP,19109
2019,1,D,TO,474
2019,1,E,AC,63
2019,1,E,AL,305
2019,1,E,AM,345
2019,1,E,AP,116
2019,1,E,BA,1087
2019,1,E,CE,1054
2019,1,E,DF,1725
2019,1,E,ES,615
2019,1,E,GO,843
2019,1,E,MA,369
2019,1,E,MG,4136
2019,1,E,MS,334
2019,1,E,MT,420
2019,1,E,PA,568
2019,1,E,PB,688
2019,1,E,PE,1336
2019,1,E,PI,318
2019,1,E,PR,1981
2019,1,E,RJ,3482
2019,1,E,RN,633
2019,1,E,RO,140
2019,1,E,RR,97
2019,1,E,RS,1789
2019,1,E,SC,918
2019,1,E,SE,290
2019,1,E,SP,8582
2019,1,E,TO,148
2019,2,A,AC,4902
2019,2,A,AL,13137
2019,2,A,AM,20637
2019,2,A,AP,5822
2019,2,A,BA,52785
2019,2,A,CE,88936
2019,2,A,DF,8100
2019,2,A,ES,12169
2019,2,A,GO,22319
2019,2,A,MA,41497
2019,2,A,MG,53611
2019,2,A,MS,9499
2019,2,A,MT,11158
2019,2,A,PA,42436
2019,2,A,PB,19798
2019,2,A,PE,43495
2019,2,A,PI,20261
2019,2,A,PR,23720
2019,2,A,RJ,35337
2019,2,A,RN,13514
2019,2,A,RO,8138
2019,2,A,RR,1599
2019,2,A,RS,19505
2019,2,A,SC,12267
2019,2,A,SE,10940
2019,2,A,SP,85900
2019,2,A,TO,7380
2019,2,B,AC,1615
2019,2,B,AL,4151
2019,2,B,AM,7497
2019,2,B,AP,1651
2019,2,B,BA,24099
2019,2,B,CE,17909
2019,2,B,DF,10104
2019,2,B,ES,12177
2019,2,B,GO,17738
2019,2,B,MA,8147
2019,2,B,MG,61324
2019,2,B,MS,7833
2019,2,B,MT,9213
2019,2,B,PA,10187
2019,2,B,PB,7103
2019,2,B,PE,18108
2019,2,B,PI,5154
2019,2,B,PR,31023
2019,2,B,RJ,33943
2019,2,B,RN,7345
2019,2,B,RO,5112
2019,2,B,RR,990
2019,2,B,RS,27743
2019,2,B,SC,20864
2019,2,B,SE,3011
2019,2,B,SP,120790
2019,2,B,TO,3352
2019,2,C,AC,177
2019,2,C,AL,253
2019,2,C,AM,814
2019,2,C,AP,183
2019,2,C,BA,1551
2019,2,C,CE,1390
2019,2,C,DF,1771
2019,2,C,ES,1626
2019,2,C,GO,1813
2019,2,C,MA,580
2019,2,C,MG,7899
2019,2,C,MS,1037
2019,2,C,MT,1013
2019,2,C,PA,855
2019,2,C,PB,488
2019,2,C,PE,1360
2019,2,C,PI,339
2019,2,C,PR,5242
2019,2,C,RJ,4277
2019,2,C,RN,685
2019,2,C,RO,627
2019,2,C,RR,176
2019,2,C,RS,4759
2019,2,C,SC,4065
2019,2,C,SE,180
2019,2,C,SP,19211
2019,2,C,TO,349
2019,2,D,AC,29
2019,2,D,AL,45
2019,2,D,AM,185
2019,2,D,AP,45
2019,2,D,BA,265
2019,2,D,CE,257
2019,2,D,DF,516
2019,2,D,ES,346
2019,2,D,GO,361
2019,2,D,MA,86
2019,2,D,MG,1606
2019,2,D,MS,252
2019,2,D,MT,231
2019,2,D,PA,150
2019,2,D,PB,81
2019,2,D,PE,276
2019,2,D,PI,48
2019,2,D,PR,1150
2019,2,D,RJ,960
2019,2,D,RN,136
2019,2,D,RO,133
2019,2,D,RR,47
2019,2,D,RS,1084
2019,2,D,SC,907
2019,2,D,SE,33
2019,2,D,SP,4092
2019,2,D,TO,62
2019,2,E,AC,7
2019,2,E,AL,5
2019,2,E,AM,67
2019,2,E,AP,5
2019,2,E,BA,85
2019,2,E,CE,105
2019,2,E,DF,217
2019,2,E,ES,117
2019,2,E,GO,105
2019,2,E,MA,38
2019,2,E,MG,471
2019,2,E,MS,71
2019,2,E,MT,62
2019,2,E,PA,41
2019,2,E,PB,31
2019,2,E,PE,83
2019,2,E,PI,22
2019,2,E,PR,360
2019,2,E,RJ,292
2019,2,E,RN,43
2019,2,E,RO,27
2019,2,E,RR,17
2019,2,E,RS,298
2019,2,E,SC,264
2019,2,E,SE,6
2019,2,E,SP,1229
2019,2,E,TO,18
2019,3,A,AC,93
2019,3,A,AL,1119
2019,3,A,AM,357
2019,3,A,AP,165
2019,3,A,BA,2645
2019,3,A,CE,2046
2019,3,A,DF,588
2019,3,A,ES,368
2019,3,A,GO,1256
2019,3,A,MA,1160
2019,3,A,MG,1635
2019,3,A,MS,296
2019,3,A,MT,381
2019,3,A,PA,2375
2019,3,A,PB,1223
2019,3,A,PE,2053
2019,3,A,PI,1066
2019,3,A,PR,881
2019,3,A,RJ,3685
2019,3,A,RN,903
2019,3,A,RO,124
2019,3,A,RR,41
2019,3,A,RS,784
2019,3,A,SC,529
2019,3,A,SE,940
2019,3,A,SP,5288
2019,3,A,TO,187
2019,3,B,AC,171
2019,3,B,AL,2148
2019,3,B,AM,730
2019,3,B,AP,296
2019,3,B,BA,7173
2019,3,B,CE,4553
2019,3,B,DF,2697
2019,3,B,ES,1624
2019,3,B,GO,3734
2019,3,B,MA,1629
2019,3,B,MG,8343
2019,3,B,MS,964
2019,3,B,MT,1113
2019,3,B,PA,3359
2019,3,B,PB,2830
2019,3,B,PE,4764
2019,3,B,PI,1976
2019,3,B,PR,4764
2019,3,B,RJ,13380
2019,3,B,RN,2085
2019,3,B,RO,287
2019,3,B,RR,110
2019,3,B,RS,3666
2019,3,B,SC,2554
2019,3,B,SE,1821
2019,3,B,SP,28574
2019,3,B,TO,391
2019,3,C,AC,81
2019,3,C,AL,568
2019,3,C,AM,350
2019,3,C,AP,110
2019,3,C,BA,2299
2019,3,C,CE,1662
2019,3,C,DF,1760
2019,3,C,ES,804
2019,3,C,GO,1453
2019,3,C,MA,555
2019,3,C,MG,4014
2019,3,C,MS,480
2019,3,C,MT,462
2019,3,C,PA,1098
2019,3,C,PB,937
2019,3,C,PE,1899
2019,3,C,PI,623
2019,3,C,PR,3034
2019,3,C,RJ,5680
2019,3,C,RN,719
2019,3,C,RO,109
2019,3,C,RR,44
2019,3,C,RS,2200
2019,3,C,SC,1617
2019,3,C,SE,523
2019,3,C,SP,14858
2019,3,C,TO,143
2019,3,D,AC,26
2019,3,D,AL,187
2019,3,D,AM,149
2019,3,D,AP,55
2019,3,D,BA,836
2019,3,D,CE,700
2019,3,D,DF,947
2019,3,D,ES,348
2019,3,D,GO,528
2019,3,D,MA,218
2019,3,D,MG,1887
2019,3,D,MS,202
2019,3,D,MT,218
2019,3,D,PA,392
2019,3,D,PB,359
2019,3,D,PE,798
2019,3,D,PI,221
2019,3,D,PR,1444
2019,3,D,RJ,2507
2019,3,D,RN,263
2019,3,D,RO,46
2019,3,D,RR,28
2019,3,D,RS,1005
2019,3,D,SC,818
2019,3,D,SE,212
2019,3,D,SP,7075
2019,3,D,TO,63
2019,3,E,AC,11
2019,3,E,AL,80
2019,3,E,AM,70
2019,3,E,AP,20
2019,3,E,BA,339
2019,3,E,CE,268
2019,3,E,DF,550
2019,3,E,ES,144
2019,3,E,GO,235
2019,3,E,MA,75
2019,3,E,MG,970
2019,3,E,MS,82
2019,3,E,MT,82
2019,3,E,PA,170
2019,3,E,PB,163
2019,3,E,PE,402
2019,3,E,PI,91
2019,3,E,PR,708
2019,3,E,RJ,1281
2019,3,E,RN,130
2019,3,E,RO,17
2019,3,E,RR,17
2019,3,E,RS,597
2019,3,E,SC,406
2019,3,E,SE,78
2019,3,E,SP,4063
2019,3,E,TO,40
2020,1,A,AC,23391
2020,1,A,AL,49420
2020,1,A,AM,76885
2020,1,A,AP,27753
2020,1,A,BA,205028
2020,1,A,CE,120035
2020,1,A,DF,32407
2020,1,A,ES,31590
2020,1,A,GO,66612
2020,1,A,MA,136410
2020,1,A,MG,166513
2020,1,A,MS,31944
2020,1,A,MT,36954
2020,1,A,PA,194537
2020,1,A,PB,72224
2020,1,A,PE,133953
2020,1,A,PI,69386
2020,1,A,PR,56195
2020,1,A,RJ,115098
2020,1,A,RN,55352
2020,1,A,RO,29102
2020,1,A,RR,7533
2020,1,A,RS,71282
2020,1,A,SC,26788
2020,1,A,SE,42006
2020,1,A,SP,228052
2020,1,A,TO,25961
2020,1,B,AC,9496
2020,1,B,AL,26627
2020,1,B,AM,35159
2020,1,B,AP,10084
2020,1,B,BA,130543
2020,1,B,CE,71023
2020,1,B,DF,39548
2020,1,B,ES,38508
2020,1,B,GO,63070
2020,1,B,MA,48690
2020,1,B,MG,225842
2020,1,B,MS,26006
2020,1,B,MT,32896
2020,1,B,PA,68860
2020,1,B,PB,48806
2020,1,B,PE,88182
2020,1,B,PI,32744
2020,1,B,PR,82200
2020,1,B,RJ,135617
2020,1,B,RN,42190
2020,1,B,RO,21232
2020,1,B,RR,4546
2020,1,B,RS,93461
2020,1,B,SC,39357
2020,1,B,SE,22609
2020,1,B,SP,322489
2020,1,B,TO,14727
2020,1,C,AC,1015
2020,1,C,AL,3146
2020,1,C,AM,4175
2020,1,C,AP,1358
2020,1,C,BA,13274
2020,1,C,CE,9915
2020,1,C,DF,8984
2020,1,C,ES,6284
2020,1,C,GO,8941
2020,1,C,MA,5341
2020,1,C,MG,37378
2020,1,C,MS,3769
2020,1,C,MT,4695
2020,1,C,PA,7650
2020,1,C,PB,6219
2020,1,C,PE,11415
2020,1,C,PI,3880
2020,1,C,PR,16789
2020,1,C,RJ,24657
2020,1,C,RN,6015
2020,1,C,RO,2314
2020,1,C,RR,727
2020,1,C,RS,16864
2020,1,C,SC,8732
2020,1,C,SE,2836
2020,1,C,SP,64716
2020,1,C,TO,1960
2020,1,D,AC,249
2020,1,D,AL,857
2020,1,D,AM,1102
2020,1,D,AP,339
2020,1,D,BA,3511
2020,1,D,CE,2919
2020,1,D,DF,3642
2020,1,D,ES,1756
2020,1,D,GO,2428
2020,1,D,MA,1232
2020,1,D,MG,10753
2020,1,D,MS,1092
2020,1,D,MT,1268
2020,1,D,PA,1836
2020,1,D,PB,1820
2020,1,D,PE,3538
2020,1,D,PI,1083
2020,1,D,PR,5030
2020,1,D,RJ,8138
2020,1,D,RN,1685
2020,1,D,RO,509
2020,1,D,RR,215
2020,1,D,RS,4880
2020,1,D,SC,2640
2020,1,D,SE,819
2020,1,D,SP,21784
2020,1,D,TO,493
2020,1,E,AC,68
2020,1,E,AL,318
2020,1,E,AM,419
2020,1,E,AP,146
2020,1,E,BA,1229
2020,1,E,CE,1109
2020,1,E,DF,2041
2020,1,E,ES,684
2020,1,E,GO,955
2020,1,E,MA,410
2020,1,E,MG,4313
2020,1,E,MS,389
2020,1,E,MT,483
2020,1,E,PA,642
2020,1,E,PB,718
2020,1,E,PE,1538
2020,1,E,PI,381
2020,1,E,PR,2201
2020,1,E,RJ,3770
2020,1,E,RN,654
2020,1,E,RO,141
2020,1,E,RR,83
2020,1,E,RS,1988
2020,1,E,SC,1063
2020,1,E,SE,307
2020,1,E,SP,11265
2020,1,E,TO,154
2020,2,A,AC,4504
2020,2,A,AL,12843
2020,2,A,AM,31428
2020,2,A,AP,4759
2020,2,A,BA,56277
2020,2,A,CE,94085
2020,2,A,DF,8394
2020,2,A,ES,11100
2020,2,A,GO,36703
2020,2,A,MA,34418
2020,2,A,MG,48544
2020,2,A,MS,8827
2020,2,A,MT,10847
2020,2,A,PA,40168
2020,2,A,PB,19920
2020,2,A,PE,48316
2020,2,A,PI,17829
2020,2,A,PR,23104
2020,2,A,RJ,33964
2020,2,A,RN,12559
2020,2,A,RO,9014
2020,2,A,RR,2049
2020,2,A,RS,18340
2020,2,A,SC,10662
2020,2,A,SE,12287
2020,2,A,SP,68753
2020,2,A,TO,10068
2020,2,B,AC,1453
2020,2,B,AL,3622
2020,2,B,AM,8488
2020,2,B,AP,1305
2020,2,B,BA,21187
2020,2,B,CE,14403
2020,2,B,DF,9347
2020,2,B,ES,9848
2020,2,B,GO,21624
2020,2,B,MA,6683
2020,2,B,MG,50532
2020,2,B,MS,7203
2020,2,B,MT,8172
2020,2,B,PA,9140
2020,2,B,PB,6043
2020,2,B,PE,15271
2020,2,B,PI,4121
2020,2,B,PR,29335
2020,2,B,RJ,30011
2020,2,B,RN,5986
2020,2,B,RO,5106
2020,2,B,RR,1131
2020,2,B,RS,24823
2020,2,B,SC,18140
2020,2,B,SE,2571
2020,2,B,SP,89048
2020,2,B,TO,3606
2020,2,C,AC,149
2020,2,C,AL,247
2020,2,C,AM,1054
2020,2,C,AP,148
2020,2,C,BA,1450
2020,2,C,CE,940
2020,2,C,DF,1888
2020,2,C,ES,1377
2020,2,C,GO,2071
2020,2,C,MA,551
2020,2,C,MG,7281
2020,2,C,MS,1065
2020,2,C,MT,1123
2020,2,C,PA,795
2020,2,C,PB,501
2020,2,C,PE,1246
2020,2,C,PI,332
2020,2,C,PR,5659
2020,2,C,RJ,4076
2020,2,C,RN,660
2020,2,C,RO,580
2020,2,C,RR,227
2020,2,C,RS,4902
2020,2,C,SC,4029
2020,2,C,SE,156
2020,2,C,SP,15502
2020,2,C,TO,393
2020,2,D,AC,33
2020,2,D,AL,50
2020,2,D,AM,220
2020,2,D,AP,37
2020,2,D,BA,295
2020,2,D,CE,168
2020,2,D,DF,589
2020,2,D,ES,318
2020,2,D,GO,418
2020,2,D,MA,102
2020,2,D,MG,1491
2020,2,D,MS,264
2020,2,D,MT,241
2020,2,D,PA,165
2020,2,D,PB,82
2020,2,D,PE,287
2020,2,D,PI,38
2020,2,D,PR,1432
2020,2,D,RJ,972
2020,2,D,RN,164
2020,2,D,RO,124
2020,2,D,RR,65
2020,2,D,RS,1259
2020,2,D,SC,974
2020,2,D,SE,25
2020,2,D,SP,3829
2020,2,D,TO,114
2020,2,E,AC,16
2020,2,E,AL,17
2020,2,E,AM,89
2020,2,E,AP,15
2020,2,E,BA,93
2020,2,E,CE,59
2020,2,E,DF,242
2020,2,E,ES,112
2020,2,E,GO,99
2020,2,E,MA,22
2020,2,E,MG,526
2020,2,E,MS,96
2020,2,E,MT,58
2020,2,E,PA,56
2020,2,E,PB,20
2020,2,E,PE,82
2020,2,E,PI,17
2020,2,E,PR,495
2020,2,E,RJ,344
2020,2,E,RN,48
2020,2,E,RO,43
2020,2,E,RR,23
2020,2,E,RS,384
2020,2,E,SC,303
2020,2,E,SE,14
2020,2,E,SP,1261
2020,2,E,TO,24
2020,3,A,AC,45
2020,3,A,AL,1027
2020,3,A,AM,217
2020,3,A,AP,84
2020,3,A,BA,2193
2020,3,A,CE,1521
2020,3,A,DF,395
2020,3,A,ES,212
2020,3,A,GO,841
2020,3,A,MA,679
2020,3,A,MG,1029
2020,3,A,MS,172
2020,3,A,MT,238
2020,3,A,PA,1871
2020,3,A,PB,1069
2020,3,A,PE,1509
2020,3,A,PI,765
2020,3,A,PR,605
2020,3,A,RJ,2603
2020,3,A,RN,707
2020,3,A,RO,53
2020,3,A,RR,35
2020,3,A,RS,441
2020,3,A,SC,291
2020,3,A,SE,760
2020,3,A,SP,3351
2020,3,A,TO,96
2020,3,B,AC,153
2020,3,B,AL,1659
2020,3,B,AM,668
2020,3,B,AP,251
2020,3,B,BA,6145
2020,3,B,CE,3682
2020,3,B,DF,2204
2020,3,B,ES,1289
2020,3,B,GO,3189
2020,3,B,MA,1430
2020,3,B,MG,6854
2020,3,B,MS,851
2020,3,B,MT,1021
2020,3,B,PA,2950
2020,3,B,PB,2503
2020,3,B,PE,4230
2020,3,B,PI,1850
2020,3,B,PR,4364
2020,3,B,RJ,11260
2020,3,B,RN,1823
2020,3,B,RO,233
2020,3,B,RR,96
2020,3,B,RS,3135
2020,3,B,SC,2172
2020,3,B,SE,1649
2020,3,B,SP,23280
2020,3,B,TO,337
2020,3,C,AC,63
2020,3,C,AL,552
2020,3,C,AM,360
2020,3,C,AP,117
2020,3,C,BA,2196
2020,3,C,CE,1618
2020,3,C,DF,1665
2020,3,C,ES,851
2020,3,C,GO,1409
2020,3,C,MA,514
2020,3,C,MG,4222
2020,3,C,MS,546
2020,3,C,MT,535
2020,3,C,PA,1047
2020,3,C,PB,942
2020,3,C,PE,1841
2020,3,C,PI,561
2020,3,C,PR,3090
2020,3,C,RJ,5606
2020,3,C,RN,747
2020,3,C,RO,117
2020,3,C,RR,60
2020,3,C,RS,2256
2020,3,C,SC,1666
2020,3,C,SE,567
2020,3,C,SP,14946
2020,3,C,TO,191
2020,3,D,AC,32
2020,3,D,AL,242
2020,3,D,AM,166
2020,3,D,AP,61
2020,3,D,BA,879
2020,3,D,CE,729
2020,3,D,DF,1049
2020,3,D,ES,406
2020,3,D,GO,662
2020,3,D,MA,233
2020,3,D,MG,2040
2020,3,D,MS,287
2020,3,D,MT,267
2020,3,D,PA,421
2020,3,D,PB,417
2020,3,D,PE,967
2020,3,D,PI,207
2020,3,D,PR,1728
2020,3,D,RJ,2845
2020,3,D,RN,353
2020,3,D,RO,45
2020,3,D,RR,26
2020,3,D,RS,1159
2020,3,D,SC,888
2020,3,D,SE,203
2020,3,D,SP,8168
2020,3,D,TO,76
2020,3,E,AC,4
2020,3,E,AL,90
2020,3,E,AM,100
2020,3,E,AP,25
2020,3,E,BA,436
2020,3,E,CE,364
2020,3,E,DF,775
2020,3,E,ES,194
2020,3,E,GO,322
2020,3,E,MA,119
2020,3,E,MG,1205
2020,3,E,MS,113
2020,3,E,MT,113
2020,3,E,PA,169
2020,3,E,PB,202
2020,3,E,PE,497
2020,3,E,PI,93
2020,3,E,PR,984
2020,3,E,RJ,1726
2020,3,E,RN,158
2020,3,E,RO,28
2020,3,E,RR,20
2020,3,E,RS,700
2020,3,E,SC,479
2020,3,E,SE,84
2020,3,E,SP,5438
2020,3,E,TO,41
2021,1,A,AC,8994
2021,1,A,AL,22525
2021,1,A,AM,27930
2021,1,A,AP,10192
2021,1,A,BA,87657
2021,1,A,CE,56430
2021,1,A,DF,11748
2021,1,A,ES,12853
2021,1,A,GO,26816
2021,1,A,MA,59780
2021,1,A,MG,65597
2021,1,A,MS,10294
2021,1,A,MT,14291
2021,1,A,PA,92706
2021,1,A,PB,37593
2021,1,A,PE,66362
2021,1,A,PI,33820
2021,1,A,PR,20985
2021,1,A,RJ,51264
2021,1,A,RN,26272
2021,1,A,RO,9388
2021,1,A,RR,2568
2021,1,A,RS,26701
2021,1,A,SC,10875
2021,1,A,SE,21106
2021,1,A,SP,79607
2021,1,A,TO,9606
2021,1,B,AC,5105
2021,1,B,AL,15098
2021,1,B,AM,15378
2021,1,B,AP,5087
2021,1,B,BA,71559
2021,1,B,CE,40619
2021,1,B,DF,20495
2021,1,B,ES,20547
2021,1,B,GO,34508
2021,1,B,MA,27595
2021,1,B,MG,118249
2021,1,B,MS,12235
2021,1,B,MT,17618
2021,1,B,PA,40965
2021,1,B,PB,29074
2021,1,B,PE,50915
2021,1,B,PI,20105
2021,1,B,PR,42807
2021,1,B,RJ,78398
2021,1,B,RN,26490
2021,1,B,RO,9855
2021,1,B,RR,2186
2021,1,B,RS,51767
2021,1,B,SC,22772
2021,1,B,SE,14210
2021,1,B,SP,159558
2021,1,B,TO,8189
2021,1,C,AC,910
2021,1,C,AL,2739
2021,1,C,AM,2877
2021,1,C,AP,1078
2021,1,C,BA,12332
2021,1,C,CE,8363
2021,1,C,DF,7509
2021,1,C,ES,5202
2021,1,C,GO,8306
2021,1,C,MA,4512
2021,1,C,MG,31331
2021,1,C,MS,3019
2021,1,C,MT,4275
2021,1,C,PA,6644
2021,1,C,PB,5687
2021,1,C,PE,9704
2021,1,C,PI,3645
2021,1,C,PR,13968
2021,1,C,RJ,21482
2021,1,C,RN,5594
2021,1,C,RO,1873
2021,1,C,RR,564
2021,1,C,RS,14766
2021,1,C,SC,7867
2021,1,C,SE,2812
2021,1,C,SP,51298
2021,1,C,TO,1749
2021,1,D,AC,243
2021,1,D,AL,966
2021,1,D,AM,930
2021,1,D,AP,363
2021,1,D,BA,3955
2021,1,D,CE,3023
2021,1,D,DF,3744
2021,1,D,ES,1756
2021,1,D,GO,2798
2021,1,D,MA,1321
2021,1,D,MG,11177
2021,1,D,MS,1094
2021,1,D,MT,1383
2021,1,D,PA,1965
2021,1,D,PB,1966
2021,1,D,PE,3523
2021,1,D,PI,1138
2021,1,D,PR,5443
2021,1,D,RJ,8335
2021,1,D,RN,1769
2021,1,D,RO,489
2021,1,D,RR,210
2021,1,D,RS,5227
2021,1,D,SC,3066
2021,1,D,SE,918
2021,1,D,SP,21801
2021,1,D,TO,577
2021,1,E,AC,85
2021,1,E,AL,425
2021,1,E,AM,403
2021,1,E,AP,168
2021,1,E,BA,1667
2021,1,E,CE,1461
2021,1,E,DF,2416
2021,1,E,ES,834
2021,1,E,GO,1272
2021,1,E,MA,493
2021,1,E,MG,5131
2021,1,E,MS,439
2021,1,E,MT,610
2021,1,E,PA,778
2021,1,E,PB,905
2021,1,E,PE,1847
2021,1,E,PI,484
2021,1,E,PR,2607
2021,1,E,RJ,4408
2021,1,E,RN,835
2021,1,E,RO,205
2021,1,E,RR,95
2021,1,E,RS,2439
2021,1,E,SC,1320
2021,1,E,SE,381
2021,1,E,SP,12409
2021,1,E,TO,228
2021,2,A,AC,3107
2021,2,A,AL,8061
2021,2,A,AM,30571
2021,2,A,AP,3022
2021,2,A,BA,50927
2021,2,A,CE,86531
2021,2,A,DF,5271
2021,2,A,ES,8460
2021,2,A,GO,32571
2021,2,A,MA,23788
2021,2,A,MG,29795
2021,2,A,MS,6000
2021,2,A,MT,7087
2021,2,A,PA,27399
2021,2,A,PB,15227
2021,2,A,PE,37304
2021,2,A,PI,12794
2021,2,A,PR,14684
2021,2,A,RJ,21627
2021,2,A,RN,9063
2021,2,A,RO,5418
2021,2,A,RR,1180
2021,2,A,RS,12512
2021,2,A,SC,8076
2021,2,A,SE,8581
2021,2,A,SP,40257
2021,2,A,TO,6059
2021,2,B,AC,1323
2021,2,B,AL,2945
2021,2,B,AM,8481
2021,2,B,AP,1123
2021,2,B,BA,23212
2021,2,B,CE,14891
2021,2,B,DF,7619
2021,2,B,ES,9312
2021,2,B,GO,20809
2021,2,B,MA,6506
2021,2,B,MG,39835
2021,2,B,MS,6017
2021,2,B,MT,7007
2021,2,B,PA,8267
2021,2,B,PB,6043
2021,2,B,PE,13322
2021,2,B,PI,4031
2021,2,B,PR,24673
2021,2,B,RJ,23777
2021,2,B,RN,6006
2021,2,B,RO,4199
2021,2,B,RR,826
2021,2,B,RS,22187
2021,2,B,SC,15645
2021,2,B,SE,2479
2021,2,B,SP,70023
2021,2,B,TO,3077
2021,2,C,AC,209
2021,2,C,AL,283
2021,2,C,AM,1296
2021,2,C,AP,181
2021,2,C,BA,2263
2021,2,C,CE,1287
